Category|Title|Snippet
Sport|Saracens era ends in agony as Russell and Imhoff shine for Racing 92|Saracens were on course for another victory against the odds. They were 15-9 ahead with 16 minutes to go, in control, even though Racing had deployed …
Politics|Labour takes poll lead as parties see major switch in fortunes|Labour has recorded its first poll lead since Boris Johnson became prime minister, marking an extraordinary change in fortunes for the two main partie …
Sport|Serena Williams' passion undimmed as she competes in 19th French Open|Serena Williams has competed in 18 French Opens and her professional career has spanned 25 years, but as she turned 39 on Saturday, what most stood ou …
Politics|Boris Johnson faces revolt over forcing through Covid measures|Boris Johnson is facing a massive parliamentary revolt over the way he is imposing Covid-19 restrictions on the British people without first consultin …
Business|From boom to despair: Sydney's west to suffer Covid symptoms 'for generations'|Before the coronavirus outbreak, there was a sense that western Sydney – despite its challenges – was on the up. With a booming population, it had bec …
Business|In this recession, low-paid women and those without a degree are being hit hardest in Australia|From last Friday, the more than one-and-a-half million people on jobseeker had the coronavirus supplement cut from $550 a fortnight to $250. We know t …
Business|As rent day looms, it's the landlords' turn to be worried|Late-night revellers and publicans may not the be the only ones ruing the latest restrictions aimed at stemming the spread of the coronavirus. A shift …
Sport|Australia beat New Zealand in second women's T20 – as it happened|Sophie Molineux is player of the match for her 2/17. “Sophie Devine is a world class player so we knew it was a pretty important wicket to get,” she s …
Politics|Covid’s second coming: how did Britain get back in this mess?|It is the kind of scene that is now a distant memory in the UK. Some 6,000 miles away, Taipei’s Pawnshop club is crammed every Friday and Saturday eve …
Business|It would be a crying shame if Boohoo's chairman kept his post after this scandal|Boohoo’s share price has returned to the level seen before examples of pay abuses and terrible working conditions in the company’s supply chain in Lei …
Business|Is Covid to blame for business closures or is it helping new startups? The answer is both|Last week brought some grim data for small businesses. Yelp, the popular online review site, revealed that approximately 163,000 of the businesses – m …
Sport|Rob Baxter steels Exeter for ultimate peak to cap 10-year journey to the top|It will soon be the 10th anniversary of Exeter’s inaugural trip to France to play the first European away fixture in their history. They still talk ab …
Politics|Tory councillors in revolt over plans to accelerate housebuilding|A growing rebellion among Conservative councillors is threatening government plans to accelerate housebuilding in England with six out of 10 believing …
Politics|Sunak's winter plan is the shadow chancellor's chance to fight back|Summary: The job of shadow chancellor is one of the toughest in politics. Your opponent can call on the full weight of the Treasury and can actually do stuff. …
Sport|Essex win Bob Willis Trophy after holding on to deny Somerset once again|After much toil and little sweat – too cold for that – the Essex players could lay their hands on the Bob Willis Trophy. For the second year in succes …
Politics|Laurence Fox launching political party to 'reclaim' British values|Summary: The actor Laurence Fox has announced he is launching a political party to “reclaim” British values from politicians, who he says have “lost touch with …
Sport|Coco Gauff exploits Johanna Konta’s errors to advance in French Open|One year after her run to the Roland Garros semi-finals, Johanna Konta fell at the first hurdle after a thorough 6-3, 6-3 beating from Coco Gauff, who …
Politics|Lib Dems vote to push for renewed EU membership in long term|Summary: The Liberal Democrats have voted to push for renewed UK membership of the European Union, but only as “a longer-term objective”, as the party used its …
Sport|NFL great Joe Montana and wife Jennifer save grandchild from kidnapping|Summary: It appears that NFL hall of famer Joe Montana is a crimefighter as well as the winner of four Super Bowls. The former San Francisco 49ers quarterback …
Politics|Business leaders urge UK government to avoid no-deal Brexit|Business leaders have heaped pressure on the government to agree a last-minute Brexit trade deal after a survey showed that more than three-quarters b …
Sport|For years the Seahawks didn't trust Russell Wilson's brilliance. Why?|If you didn’t know better, you might think Russell Wilson was a bright, new sensation able to air the ball out with precision and ease throughout a ga …
Sport|Talking Horses: racing urges workers with Covid-19 to come forward|Summary: Racing’s ruling body is aware of possible Covid-19 cases in the sport’s workforce and issued a plea for anyone affected to come forward immediately, t …
Politics|Parliament's bars will not serve alcohol after 10pm, Commons confirms|Alcohol will not be served after 10pm in parliament in an apparent U-turn, after it emerged that Commons bars would be exempt from strict early closin …
Business|Pizza Hut confirms 29 UK restaurants to close, putting 450 jobs at risk|The owner of Pizza Hut restaurants in the UK will go ahead with plans to shut 29 sites, putting 450 jobs at risk, after creditors voted through an agr …
Business|Caesars in advanced talks on £2.9bn William Hill takeover bid|The operator of the Las Vegas casino Caesars Palace has confirmed it is in “advanced discussions” about a possible £2.9bn takeover bid for the UK book …
Business|Covid second wave hits recovery in UK high streets, data suggests|The recovery in UK’s bricks and mortar retail sector has gone into reverse, according to new data that shows footfall has declined during September am …
Politics|Brexit: UK risks being flooded with cheaply produced food, EU warns|The UK will be flooded with cheaply produced food should it lower its regulatory standards after Brexit, Brussels has warned, echoing a new animal and …
Politics|UK coronavirus: all household mixing indoors in north-east England to be illegal, says Hancock – as it happened|Matt Hancock, the health secretary, has said a legal ban on visiting other people at home will be introduced in parts of the north-east of England. (S …
Politics|Lockdown tightened in north-east England as Covid-19 infections rise|Nearly 2 million people in north-east England face being fined up to £6,400 if they mix with other households indoors in a significant extension of th …
Business|Boost for HSBC as major Chinese investor Ping An increases stake|HSBC has received a much-needed vote of confidence from its largest investor after China’s Ping An Asset Management increased its stake in the embattl …
Business|Bet on a one-horse race when it comes to William Hill takeover|As a betting event, the fun at William Hill may be over before the takeover action has properly started. A one-horse race may be in prospect. That nag …
Sport|Serena Williams finds form to overcome Kristie Ahn challenge at French Open|Across the tennis landscape, upstarts are tweaking the noses of their betters. On day two of the 2020 French Open, it briefly was the turn of the thre …
Politics|There may be a Covid crisis but Westminster still finds time to waste|You might have thought the Commons would have wanted to debate the growing number of university students who appear to have been banged up in self-iso …
Sport|England beat West Indies by 44 runs in fourth women's T20 – as it happened|Taylor says she’ll need more reflection sitting down in her room, the batting not coming to the party, and the bowling failing in the last five. Knigh …
Sport|Talking Horses: Enable is new Arc favourite as rain prompts shake-up|Enable is the new favourite for Sunday’s Prix de l’Arc de Triomphe, when she will try to make history by becoming the first to win the famous race thr …
Sport|Somerset v Essex was a final that evoked their glory days of the 80s|The two best teams in county cricket battled for the Bob Willis Trophy at Lord’s. Despite the absence of spectators it was an earnest, engaging contes …
Sport|Amnesty lambasts 'irony' of Ladies European Tour events in Saudi Arabia|Amnesty International has voiced deep concern after the Ladies European Tour announced it will stage two events in Saudi Arabia in November. The LET i …
Business|Mortgage approvals rise sharply in rush to escape Britain's cities|Summary: Mortgage approvals leapt in August to their highest monthly level for nearly 13 years, driven by government help during the pandemic and a rush to buy …
Business|UK economy shows signs of faltering before second Covid-19 wave|Britain’s economic recovery from the coronavirus pandemic was showing signs of faltering even before the onset of a second wave in infections, a Guard …
Business|IMF chief: Covid will widen inequality without global action|The head of the International Monetary Fund has given a stark warning that Covid-19 will lead to a lost generation unless urgent steps are taken to pr …
Politics|Is Boris Johnson really 'fit as a butcher's dog'?|He faces angry Conservative backbenchers, a resurgent opposition and struggled on Tuesday to clarify his own government’s lockdown rules, yet Boris Jo …
Politics|Williamson sets out plan to allow students in England home for Christmas|Some students in England would need to self-isolate and their classes be shifted online in order to return home for Christmas, the education secretary …
Politics|A game of two halves: MPs heal in-house football team dispute|Summary: While the nation battles the fallout from the Covid-19 pandemic, some parliamentarians have been preoccupied with a crisis of their own – who runs the …
Sport|Mick Schumacher to make F1 practice debut at Eifel GP in Germany|Michael Schumacher’s son, Mick, will take part in his first Formula One race weekend at the Eifel Grand Prix in Germany next week. The 21-year-old wil …
Business|Greggs to cut jobs as high street lays bare Covid financial hit|The bakery chain Greggs said on Tuesday that job cuts in its stores are inevitable, as a string of household names laid bare the damage done to their …
Business|A £56m bill and rising: the cost of Covid consultancy contracts|Since the onset of the pandemic, the government has spent tens of millions of pounds on management consultants to help it manage elements of the Covid …
Business|Pubs and restaurants urge PM to review 10pm curfew in England|The 10pm curfew on pubs, bars and restaurants in England should be reviewed every three weeks and scrapped if found to be ineffective, according to an …
Politics|Boris's speech was designed as a quick win. Then he opened his mouth|Summary: It’s been a tricky few months for Boris Johnson. Just about every time he has been allowed out in public – be it for prime minister’s questions, his a …
Sport|Wallabies' generosity cannot mask depth of Rugby Australia's financial hole|Summary: Rugby Australia has moved to ring-fence key Wallabies in its latest interim pay deal with the players, but it is hardly an equitable arrangement for t …
Sport|Pat Lam happy for Bristol's England players to miss 11 Premiership games|Summary: The new Premiership season will start on 20 November when Exeter visit Harlequins but England players are unlikely to feature in more than three of th …
Business|Ocado overtakes Tesco as UK's most valuable retailer|Ocado has overtaken Tesco to become the UK’s most valuable retailer after its stock market value soared to £21.66bn. Tesco is worth £21.06bn despite c …
Business|World Bank announces $12bn plan for poor countries to buy Covid vaccines|The World Bank has announced plans for a $12bn (£9.3bn) initiative that will allow poor countries to purchase Covid-19 vaccines to treat up to 2 billi …
Politics|Brexit: controversial internal market bill passes final Commons hurdle — as it happened|That’s it for tonight, after another tumultuous evening in the House of Commons. To recap, MPs voted 340 to 256, majority 84, in favour of the United …
Sport|Essex captain Tom Westley apologises for team's Lord's celebrations|The Essex captain, Tom Westley, has apologised on behalf of his team following the celebrations at Lord’s during which alcohol was poured over a young …
Sport|Talking Horses: Paul Nicholls has huge team despite Covid cutbacks|Summary: Amid all the Covid-related talk of racehorse owners cutting back and getting out of the game, Paul Nicholls’s stable is bucking the trend. New boxes h …
Politics|Priti Patel looked at idea of sending asylum seekers to South Atlantic|A Whitehall brainstorming session prompted by Priti Patel led to the idea being floated of sending asylum seekers to a volcanic island in the South At …
Sport|What led me to buy the gigantic blue Batmobile from the 1991 AFL grand final|What? Why? To the uninitiated, these were the perfectly natural questions asked when it became apparent that I was going to assemble a group of people …
Sport|New Zealand beat Australia in third women's Twenty20 international – as it happened|That’s it from me. An important win from New Zealand, successfully getting to the finish line against the world champions. It wasn’t the most clinical …
Business|US casino operator Caesars agrees £2.9bn William Hill takeover|Summary: The US casino operator Caesars Entertainment has agreed a £2.9bn takeover of the British bookmaker William Hill. The companies announced on Wednesday …
Politics|Brexit: internal market bill passed by Commons despite Tory concerns|A controversial government Brexit bill that breaches international law has safely passed its final House of Commons hurdle, despite continued serious …
Business|Boohoo reports sales surge despite Leicester supplier scandal|A wave of negative publicity about working conditions at Boohoo’s Leicester suppliers has not dented demand at the online fashion retailer, as sales r …
Business|Shell to cut up to 9,000 jobs as Covid-19 accelerates green drive|Royal Dutch Shell plans to cut up to 9,000 jobs in the wake of the coronavirus pandemic, up to 10% of its workforce, as part of a major corporate over …
Sport|Brailsford confident Geraint Thomas can bounce Ineos back at Giro d'Italia|Geraint Thomas is a true champion who is “up for the fight” of winning this year’s Giro d’Italia when it starts on Saturday, a bullish Sir Dave Brails …
Business|Almost half of staff at UK offices had returned before new advice – report|The number of UK workers returning to their desks gathered pace this month with 45% of office staff heading back to work, compared with 37% in August. …
Politics|Keir Starmer accuses Boris Johnson of abandoning people with 'viable' jobs|Summary: Keir Starmer has accused the government of abandoning people with “viable” jobs by refusing proper support during continued lockdown restrictions, as …
Business|Bank of England's Haldane blasts 'Chicken Licken' pessimism; US payroll growth swells – as it happened|Time for a quick recap. The Bank of England’s top economist has warned that pessimism about the UK recovery could hurt growth. Andy Haldane hit out at …
Politics|Westminster's links to Britain's slave trade revealed in art survey|More than 200 works of art that adorn the plinths and corridors of Westminster have links to the transatlantic slave trade, a review conducted in ligh …
Sport|Jamie Murray wants LTA to think long-term after French Open failures|The state of British tennis is not a geographical place but an island of despond for those weary of serial failure, and wet, grey Paris has provided a …
Sport|British Gymnastics launches fresh investigation after Tinkler releases email|Summary: British Gymnastics has begun another investigation after the Rio Olympic bronze medallist Amy Tinkler alleged that a senior coach had used the phrase …
Politics|Britain offers EU fishing concession as part of Brexit sweetener|Britain has offered a three-year transition period for European fishing fleets to allow them to prepare for the post-Brexit changes as part of an 11th …
Sport|Giles praises England players' pay realism as Bairstow drops off red-ball list|Ashley Giles insisted England’s cricketers are not blind to the financial uncertainty facing the sport after the latest batch of men’s central contrac …
Sport|'When she speaks, you listen': Cricket Australia braces for loss of Belinda Clark|On International Women’s Day this year, 86,174 people packed into the MCG to watch a game of women’s cricket, something unimaginable during Belinda Cl …
Sport|Eliud Kipchoge denies platform Nike shoes violate the spirit of sport|Eliud Kipchoge has rejected suggestions that the next generation of game-changing Nike shoes violate the spirit of sport, even though he has conceded …
Business|Silence is a bizarre position for Boohoo's chairman to adopt|“If he chooses to do so, the chairman could become an icon in the industry and the company he created will go from strength to strength,” said Alison …
Politics|Battered, bloodshot Boris is no longer the star of his own show|Summary: Like most narcissists, Boris Johnson is unable to conceive of other people having an independent existence. Rather, they are mere satellites orbiting …
Politics|Keir Starmer: pupils should learn more black British history|Summary: The Labour leader, Keir Starmer, is to call for schoolchildren to be taught more about Britain’s black history, to help them reach “a full understandi …
Business|More than a third of UK employers planning to make staff redundant|Summary: More than a third of UK employers plan to make staff redundant over the next three months, according to research warning of a cascade of job losses ca …
Business|Pubs, bars and restaurants report Covid curfew sales dive|Sales at pub, bar and restaurant chains plunged by more than a third on the same period last year after a 10pm coronavirus curfew was imposed across m …
Sport|Talking Horses: Nathan Evans faces lengthy suspension over test|The jockey Nathan Evans has tested positive for a banned substance, understood to be a metabolite of cocaine, and is facing a lengthy suspension as a …
Sport|Cinematic cycling scenery, bobsleigh and memories of Dean Jones|1) Leeds face Manchester City in the Premier League on Saturday in the clubs’ first top-flight meeting since 2004. But let’s go back further in time t …
Business|Halfords raises profit forecast to £55m as cycling sales roll on|Halfords has raised profit expectations for the second time in a month after a surge in bike sales. The cycle and car parts retailer said demand for b …
Politics|Boris's Brexit and Covid incompetence spreads to infect asylum policy|For obvious reasons it has been coronavirus and Brexit that have been dominating the news agenda in recent months. But No 10 has been getting concerne …
Sport|Racing 92 players test positive for Covid-19 two weeks before European final|Racing 92’s preparations for European Champions Cup final against Exeter on 17 October have been thrown into turmoil following reports in France that …
Politics|Brexit: EU launches legal action against UK for breaching withdrawal agreement|The EU has launched legal action against the UK after Boris Johnson failed to respond to Brussels’ demand that he drop legislation that would overwrit …
Business|Global manufacturing growth hits 25-month high; US jobless claims fall – as it happened|Time for a quick recap, after a day dominated by employment worries. Global manufacturing has posted its strongest growth in over two years. Factory b …
Sport|Mitchelton-Scott seek elusive Giro d'Italia win with Simon Yates gunning for pink|For Matt White, chief sports director of Australian cycling team Mitchelton-Scott, the Giro d’Italia is more than just a bike race. The Italian Grand …
Sport|Jelena Ostapenko rediscovers form to stun Karolina Pliskova at French Open|Jelena Ostapenko arrived at the French Open with one of the most peculiar tournament records any player will ever attain. Of the five times she had co …
Politics|UK coronavirus: Poland and Turkey added to England's quarantine list; Starmer urges rethink of 10pm closing – as it happened|Sir Keir Starmer has called for a rethink of the compulsory 10pm closing time for pubs (see 4.09pm), as growing numbers of Tory MPs have also expresse …
Business|Andy Haldane: the funnyman central banker who's not great at maths|“I’m Andy, and I’m a central banker,” said Andy Haldane, the Bank of England’s chief economist, to a ripple of laughter as he began a TEDx talk in Gla …
Business|Rolls-Royce's rights issue is emergency button it should have pressed sooner|Summary: The process was slow and spluttering, but Rolls-Royce got there in the end: there will be a fully underwritten rights issue to raise £2bn, plus a new …
Business|'Eat out to help out' did not boost hospitality sector finances – poll|The government’s £500m subsidy for restaurant and pub meals failed to improve the finances of the UK’s hospitality and catering industries in the thir …
Business|Which? urges aviation authority to set up 'robust' dispute service|The consumer group Which? has called on the Civil Aviation Authority (CAA) to introduce a single, robust, dispute resolution service after concluding …
Politics|Legalise e-scooters in UK as alternative to short car trips, MPs say|MPs have called on the government to legalise e-scooters in the UK and advertise them to car drivers as a greener alternative for short journeys. The …
Sport|Burgess stands down as police, NRL investigate 'very serious' allegations against ex-Rabbitohs star|Summary: New South Wales police and the NRL’s integrity unit are investigating “very serious” allegations against the South Sydney Rabbitohs and the club’s for …
Politics|Home Office moved Covid-affected asylum seekers against orders|The Home Office moved dozens of asylum seekers involved in a Covid outbreak more than 120 miles despite an enforcement order saying they should remain …
Sport|Yates and Thomas the favourites as Giro follows fast on heels of the Tour|In the rejigged 2020 cycling season, Grand Tours have become like buses. You wait ages and then two or three turn up, each one right behind the others …
Sport|Chess: Carlsen wins with 1 f3 as Play Magnus raises $42m in Oslo listing|Magnus Carlsen has won yet another speed chess final, defeating Wesley So 5.5-3.5 after the world champion won the first game with the bizarre opening …
Business|Asda sold to billionaire Issa brothers in £6.8bn deal|Asda has been sold to two billionaire brothers from Blackburn and the private equity firm TDR Capital in a deal that values the supermarket chain at £ …
Sport|'Hawaii, Bristol, it's just as fun': world's top adaptive surfers take to The Wave|Summary: The rain pelted down and the wind swept in but Bruno Hansen, one of the world’s leading adaptive surfers, didn’t mind a bit. After his training sessio …
Politics|Von der Leyen  says parts of Brexit talks 'completely open' ahead of showdown|Ursula von der Leyen has described the most difficult parts of the Brexit negotiation as remaining “completely open” but backed an intensification of …
Politics|Priti Patel bullying inquiry delay 'eroding trust' within Whitehall|The home secretary, Priti Patel, is under pressure on multiple fronts following a claim that Boris Johnson’s failure to conclude a seven-month bullyin …
Sport|Honda stun F1 and Red Bull by saying 2021 season will be their last|Honda, which supplies engines to Red Bull and AlphaTauri, has announced it is to pull out of Formula One at the end of 2021 in a major shock which car …
Sport|Kenenisa Bekele withdraws from London Marathon with calf injury|The hugely anticipated contest between Kenenisa Bekele and Eliud Kipchoge at Sunday’s 40th London Marathon is off after Bekele pulled out on Friday af …
Politics|UK coronavirus: 770 Northumbria University students test positive; nearly 7,000 new cases overall - as it happened|We’re closing this live blog. For more coronavirus updates from around the world, head over to our global live blog: For the latest on Donald Trump’s …
Politics|Is there still time for a Brexit trade deal?|This week the last scheduled talks were held between EU and UK negotiators on a Brexit trade and security deal. Only 90 days remain until the end of t …
Business|Post Office apologises in false accounting scandal climbdown|Summary: The Post Office has decided not to oppose 44 of the 47 appeals lodged by former subpostmasters who were convicted of false accounting, theft, or fraud …
Politics|From Cummings to Ferrier: politicians who flouted Covid guidance|Margaret Ferrier’s Covid-19 weekend breached so many regulations, it is hard to find one the SNP MP abided by. She joins myriad world leaders and othe …
Politics|Police investigate Margaret Ferrier as MP defies calls to step down|Margaret Ferrier, the MP who broke Covid rules, clung to her position throughout Friday despite vociferous calls to quit from the SNP leader, Nicola S …
Business|Rishi Sunak: UK needs to protect tech secrets from foreign investors|Britain needs new state aid rules in order to be able to protect itself against hostile states intent on stealing technological secrets and jobs, Rish …
Sport|Simona Halep piles on pressure to set up fourth-round meeting with Iga Swiatek|There was a hint of change in the damp Parisian air when only 13 of 32 seeds reached the third round of the French Open – the smallest percentage at a …
Business|Trump's Covid diagnosis spooks investors but FTSE closes in the black|Markets in the US and Europe endured a day of volatile trading after Donald Trump’s positive test for Covid-19 shook investors. The S&P 500 index, the …
Business|First new deep coalmine in UK for 30 years gets go ahead|Plans to open the UK’s first new deep coalmine in 30 years have been given the go-ahead by councillors in Cumbria. West Cumbria Mining (WCM) said it p …
Politics|Shadow chancellor calls on ministers to fulfil pledge on money laundering|Summary: The shadow chancellor, Anneliese Dodds, is calling for the government to introduce a long-promised register of foreign owners of UK properties, to pre …
Sport|How the Indian Premier League clean bowled English T20 cricket|The weather forecast for Birmingham this weekend isn’t messing about. Usually weather in this country is described in gentle language, using words suc …
Sport|London Marathon hopes to retain spirit in park laps and virtual runs|For almost 40 years it has become a familiar sight on the streets of the nation’s capital: a joyous and sweaty caravan of elite and everyday runners, …
Business|'It’s a ghost town': City of London market reacts to Covid slump|Ten days after the government halted its back-to-the-office drive in England, sparse lunchtime scenes in London’s historic financial district indicate …
Politics|Boris Johnson to set fishing ultimatum in crunch EU summit|Boris Johnson will demand that the increasingly isolated French president, Emmanuel Macron, caves in to UK demands on fishing as the price for a trade …
Sport|‘Never shoot with a wonky pea!’: meet the alternative world champions|Summary: Sally Redman-Davies, peashooting world champion, 2018 and 2019 Two years ago, I found myself on the village green in Witcham in Cambridgeshire. It was …
Politics|Conservatives to open HQ in Leeds|The Conservative party is to open a new campaign headquarters in Leeds in an attempt to deliver for the former “red wall” areas that helped vote Boris …
Sport|AFL 2020 elimination final: Magpies edge Eagles in thriller – as it happened|A truly memorable game of finals football that went Collingwood’s way. But in truth neither side deserved to lose. The match ebbed and flowed, with le …
Politics|Tories' virtual party conference suffers access glitch|Activists and observers were temporarily unable to log into the virtual Tory party conference on Saturday. The problem occurred while the Cabinet Offi …
Business|Green and pleasant beats urban buzz as families opt to leave cities|An hour away on the train from London, the cathedral city of Winchester has long appealed to people working in the capital and looking to move out. Bu …
Politics|Johnson and Von der Leyen extend Brexit talks by a month|Boris Johnson and Ursula von der Leyen have approved a further month of Brexit negotiations after agreeing that enough progress has been made to justi …
Sport|Cam Newton tests positive for Covid-19 as NFL moves Patriots-Chiefs game|New England Patriots quarterback Cam Newton has tested positive for Covid-19 and will not play in the team’s Week 4 game against the Kansas City Chief …
Sport|'There's a strong bond between us': the runners who've never missed a London Marathon|It is more than two decades since Ken Jones nearly lost his record of finishing every London Marathon, but the 87-year-old still has flashbacks. “In 1 …
Politics|Keir Starmer: Boris Johnson has ‘lost control’ of Covid-19 pandemic|Boris Johnson has “lost control” of the fight against Covid-19 and has no clear strategy for defeating the virus, the Labour leader, Keir Starmer, say …
Business|Last orders at 10pm will be the last straw for struggling pubs and restaurants|There are few industries in which the chasm between the front-of-house experience and life behind the scenes is wider than in hospitality. To create t …
Business|Summer spending boosted Britain but winter job cuts have yet to bite|The UK economy continued its rapid rebound from the depths of the coronavirus lockdown in August, the latest official data on growth is expected to sh …
Sport|NRL 2020 finals week one: Rabbitohs crush Knights - as it happened|Well, that was an odd game of footy, especially for a final. You sit down expecting a tense arm-wrestle between two well-drilled units and you end up …
Business|Creditors must wake up fast to threat of emerging market debt crisis|Zambia is running out of money to pay its debts. It has asked bondholders for breathing space so that it can put a restructuring plan in place. The co …
Politics|Conservatives turn on Boris Johnson over handling of UK Covid crisis|Boris Johnson’s reputation among Conservative members has plunged to a record low, it has emerged, as the party enters its annual conference facing ac …
Business|Cineworld considering temporary closure of all its UK and US venues|Britain’s biggest cinema chain is considering shutting all its UK and US venues temporarily, after the release of the latest James Bond film was put b …
Politics|UK coronavirus: PM says situation will be 'bumpy' to Christmas; Scotland's Covid hospital cases double in a week – as it happened|Boris Johnson has admitted the UK public are furious at the continued coronavirus restrictions, but said scientific advice suggested a vaccine or mass …
Business|James Packer to appear at NSW inquiry into Crown casino from luxury super yacht|It is more than two years since one of Australia’s richest men, James Packer, disappeared from the public eye saying he needed to take care of his men …
Sport|Sottsass wins Prix de l'Arc de Triomphe as Enable fades – as it happened|So au revoir to Paris for another year. Maybe next year the British punters who usually flood the place and create the great atmosphere at Longchamp f …
Politics|Military will help distribute Covid-19 vaccine, says Hancock|The UK’s military will be involved in the distribution of a coronavirus vaccine, Matt Hancock has told the virtual Conservative party conference. The …
Sport|French Open: Zverev and Halep out, Nadal and Thiem go through – as it happened|Here is Kevin Mitchell’s report from earlier on. Tumaini Carayol’s verdict on the men’s draw will be online soon. So, Thiem gets the job done in five …
Politics|What are the three proposed tiers of local lockdown for England?|A leaked document has revealed plans for three tiers of local lockdown measures in England to curb the spread of coronavirus and reduce confusion caus …
Politics|New jobs coaches will help people back to work, says Rishi Sunak|Thousands of work coaches will be hired under a new government employment programme to help those who have lost their jobs during the pandemic, amid f …
Sport|Jalen Ramsey and Golden Tate brawl after tension over wide receiver's sister|What had been a routine, if dull, win for the Los Angeles Rams against the New York Giants was shaken up when Jalen Ramsey and Golden Tate brawled aft …
Sport|AFL season springs to life after pulsating opening week of finals|Summary: AFL football is dead. If not dead, then on life support. This is what we’ve been led to believe in a season sans precedent. It is not the barrow pushe …
Business|How newly unemployed over-50s can start-up again|Max Wallace, a former professional boxer with an interest in art, wants to set up his own wellbeing centre. Sunil Jindal plans to set up a Mumsnet for …
Business|Covid-19 has changed working patterns for good, UK survey finds|Most office workers do not intend to spend five days a week in the workplace once the Covid-19 crisis is over, with both bosses and employees seeing h …
Sport|Australia beat New Zealand in second women's one-day international – as it happened|Sophie Devine speaks. She’s proud of her team, not least of how her bowlers responded the injury of Lea Tahuhu early on. “Lanning was just too good,” …
Sport|Receivers throwing TDs? Unstoppable defenders? Meet the all-new Browns|No matter how much they tried to give it away in the fourth quarter, the Cleveland Browns left Dallas with what felt like a season-defining 49-38 win. …
Politics|Priti Patel faces tribunal questioning over alleged bullying|Summary: Priti Patel is facing the possibility of being questioned before a 10-day employment tribunal hearing next September after lawyers for her former perm …
Business|Cineworld confirms UK and US closures; UK car sales hit two-decade low – as it happened|And finally, shares in Cineworld have closed down 36% tonight. The closure of sites in the UK and US has wiped a third off the company’s value. The st …
Business|Budget 2020: the people most likely to be left behind|Before the pandemic, some stark local disparities in the Australian economy were obscured by a rosy national picture. Unemployment nationally was 5.2% …
Business|Now is the time for big infrastructure projects, says the IMF|The International Monetary Fund has told its member governments they can create millions of jobs and boost recovery prospects if they use higher publi …
Politics|UK coronavirus: only half of positive cases in testing error have been reached, says Hancock – as it happened|Ministers have been accused of “putting lives at risk” through data failures which led to nearly 16,000 coronavirus cases going unreported in England, …
Politics|‘There should be fines’: east London shoppers on mask law|In some of Barking’s busiest shops on Monday, dozens of customers browsed the aisles maskless and unchallenged. Even some security guards – who are be …
Politics|Row after London council is warned off enforcing mask rules in shops|Ministers have been accused of putting the high street above public health after the business department warned council leaders against enforcing mask …
Politics|No-deal Brexit risks violence in Northern Ireland, MPs warn MI5|MI5 cannot afford to cut resources devoted to countering terrorism in Northern Ireland because of the risk of a rise in violence in the event of a har …
Business|Covid has highlighted America's flaws, says bank boss Jamie Dimon|Summary: The JP Morgan boss has said the Covid pandemic and the police killing of George Floyd have shone a spotlight on America’s flaws and its failure to add …
Politics|NHS races to reach 50,000 Covid contacts missed in data blunder|Contact tracers are scrambling to reach up to 50,000 people who should be self-isolating after ministers were accused of “putting lives at risk” with …
Business|With Bond, you know the ending from the outset. That does not apply at Cineworld|Choose your villain in the depressing no-action cinema thriller. The top nomination goes to the distributors of the James Bond franchise who have kill …
Sport|Worcester Warriors raise prospect of boycotting controversial Sale Sharks tie|Summary: Sale’s postponed Premiership match on Wednesday has been cast into further doubt after Worcester’s director of rugby, Alan Solomons, revealed his side …
Sport|Talking Horses: BHA offer fast-track dope tests for Newmarket runners|Summary: The British Horseracing Authority said on Monday that trainers with runners at the valuable Future Champions meeting at Newmarket this weekend will be …
Politics|Commons rebellions expected at votes on curfew and rule of six|MPs could signal growing discontent with the government’s coronavirus restrictions at key votes on the regulations this week, amid growing calls for t …
Politics|Covid: how Excel may have caused loss of 16,000 test results in England|A million-row limit on Microsoft’s Excel spreadsheet software may have led to Public Health England misplacing nearly 16,000 Covid test results, it is …
Business|James Packer tells Crown inquiry threats he made in 2015 were 'shameful'|Billionaire casino owner James Packer has accepted that he made threats to an executive of an unnamed company in 2015, acknowledging his behaviour was …
Sport|'Everyone loved him': Jason Gillespie leaves England as a national treasure|On 4 October, Jason Gillespie planted a tweet – a memoji and the words “England – it’s been a pleasure”. After three years coaching at Sussex, a spell …
Sport|Bill O'Brien: how one man fashioned the Texans in his own hellish image|Summary: It is a testament to the job that Bill O’Brien did with the Texans that the firing of a head coach/general manager who led his franchise to four divis …
Politics|What did Boris Johnson's conference speech really mean?|Boris Johnson’s speech at Conservative conference drew on a number of themes, and was as notable for what it did not talk about as what it did. Here w …
Politics|MI5 bill prompts rebellion by 20 Labour MPs against Starmer|Summary: A total of 20 Labour MPs rebelled against the party leadership at the second reading of a bill confirming MI5’s right to let informants commit crimes …
Business|IMF chief says world economy faces long ascent from Covid crisis|Summary: The head of the International Monetary Fund has said the recovery in the global economy since the spring is fragile and warned Rishi Sunak and his fel …
Politics|Johnson does the Tory conference shuffle but misses his audience|Boris Johnson’s Tory predecessors tried to add pizzazz to their conference speeches by declaiming them while striding up and down without notes, or in …
Politics|UK coronavirus: daily UK Covid cases continue to soar, rising by almost 2,000 to 14,542 – as it happened|Summary: Coronavirus cases are continuing to soar, with today’s figures showing the UK total at 14,542 - almost 2,000 more than yesterday and a new daily high. …
